Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Matches
112,Aaron Cresswell,engENG,DF,West Ham,35-127,1989,14,7,589.0,6.5,0,0,0,0,0,0,2,0,0.1,0.1,1.1,1.3,4,24,2,0.00,0.00,0.00,0.00,0.00,0.02,0.17,0.19,0.02,0.19,Matches
418,Aaron Ramsdale,engENG,GK,Southampton,26-342,1998,25,25,2250.0,25.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
536,Aaron Wan-Bissaka,engENG,DF,West Ham,27-146,1997,31,30,2704.0,30.0,2,2,4,2,0,0,1,0,1.0,1.0,2.7,3.7,93,118,131,0.07,0.07,0.13,0.07,0.13,0.03,0.09,0.12,0.03,0.12,Matches
145,Abdoulaye Doucouré,mlMLI,MF,Everton,32-110,1993,29,28,2335.0,25.9,3,1,4,3,0,0,5,1,3.7,3.7,2.3,6.0,38,74,88,0.12,0.04,0.15,0.12,0.15,0.14,0.09,0.23,0.14,0.23,Matches
278,Abdukodir Khusanov,uzUZB,DF,Manchester City,21-051,2004,6,6,503.0,5.6,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,25,2,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
174,Abdul Fatawu Issahaku,ghGHA,FW,Leicester City,21-044,2004,11,6,579.0,6.4,0,2,2,0,0,0,0,0,0.4,0.4,1.6,2.0,42,17,60,0.00,0.31,0.31,0.00,0.31,0.06,0.24,0.31,0.06,0.31,Matches
33,Adam Armstrong,engENG,"FW,MF",Southampton,28-070,1997,20,15,1248.0,13.9,2,2,4,2,0,1,4,0,3.3,2.3,1.2,3.5,25,21,79,0.14,0.14,0.29,0.14,0.29,0.24,0.09,0.32,0.17,0.25,Matches
292,Adam Lallana,engENG,MF,Southampton,36-346,1988,14,5,361.0,4.0,0,2,2,0,0,0,4,0,0.2,0.2,0.9,1.1,6,24,10,0.00,0.50,0.50,0.00,0.50,0.04,0.23,0.27,0.04,0.27,Matches
472,Adam Smith,engENG,DF,Bournemouth,33-357,1991,21,16,1319.0,14.7,0,0,0,0,0,0,5,0,0.7,0.7,0.2,0.9,12,39,31,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches
542,Adam Webster,engENG,DF,Brighton,30-107,1995,11,8,617.0,6.9,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,7,40,2,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.08,0.00,0.08,Matches
546,Adam Wharton,engENG,MF,Crystal Palace,20-323,2004,18,14,1196.0,13.3,0,1,1,0,0,0,2,0,0.3,0.3,2.8,3.1,14,103,10,0.00,0.08,0.08,0.00,0.08,0.02,0.21,0.23,0.02,0.23,Matches
512,Adama Traoré,esESP,"FW,MF",Fulham,29-086,1996,31,16,1523.0,16.9,2,5,7,2,0,0,2,0,3.8,3.8,4.1,7.9,81,57,139,0.12,0.30,0.41,0.12,0.41,0.22,0.24,0.47,0.22,0.47,Matches
212,Albert Grønbaek,dkDEN,"FW,MF",Southampton,23-333,2001,4,2,143.0,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,3,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.08,0.07,0.08,Matches
193,Alejandro Garnacho,arARG,"MF,FW",Manchester Utd,20-294,2004,32,21,1966.0,21.8,5,1,6,5,0,0,2,0,6.2,6.2,3.5,9.7,130,50,260,0.23,0.05,0.27,0.23,0.27,0.28,0.16,0.44,0.28,0.44,Matches
249,Alex Iwobi,ngNGA,"FW,MF",Fulham,28-353,1996,33,31,2636.0,29.3,9,5,14,9,0,0,1,0,4.3,4.3,6.4,10.6,128,185,214,0.31,0.17,0.48,0.31,0.48,0.15,0.22,0.36,0.15,0.36,Matches
336,Alex McCarthy,engENG,GK,Southampton,35-139,1989,5,5,450.0,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
399,Alex Palmer,engENG,GK,Ipswich Town,28-254,1996,9,9,810.0,9.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
457,Alex Scott,engENG,MF,Bournemouth,21-243,2003,16,6,612.0,6.8,0,0,0,0,0,0,2,0,0.7,0.7,0.8,1.5,12,48,31,0.00,0.00,0.00,0.00,0.00,0.10,0.12,0.21,0.10,0.21,Matches
248,Alexander Isak,seSWE,FW,Newcastle Utd,25-212,1999,30,30,2411.0,26.8,21,6,27,19,2,2,1,0,17.5,16.0,4.0,20.0,76,74,192,0.78,0.22,1.01,0.71,0.93,0.66,0.15,0.81,0.60,0.75,Matches
312,Alexis Mac Allister,arARG,MF,Liverpool,26-118,1998,32,29,2471.0,27.5,4,4,8,4,0,0,6,0,2.7,2.7,4.4,7.0,32,169,75,0.15,0.15,0.29,0.15,0.29,0.10,0.16,0.26,0.10,0.26,Matches
223,Ali Al Hamadi,iqIRQ,FW,Ipswich Town,23-051,2002,11,0,134.0,1.5,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.4,4,3,14,0.00,0.00,0.00,0.00,0.00,0.24,0.05,0.28,0.24,0.28,Matches
31,Alphonse Areola,frFRA,GK,West Ham,32-053,1993,22,21,1900.0,21.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
130,Amad Diallo,ciCIV,"FW,MF",Manchester Utd,22-284,2002,22,17,1594.0,17.7,6,6,12,6,0,0,3,0,4.1,4.1,3.9,8.0,92,53,159,0.34,0.34,0.68,0.34,0.68,0.23,0.22,0.45,0.23,0.45,Matches
390,Amadou Onana,beBEL,MF,Aston Villa,23-248,2001,21,16,1273.0,14.1,3,0,3,3,0,0,4,0,1.9,1.9,0.3,2.2,20,58,13,0.21,0.00,0.21,0.21,0.21,0.14,0.02,0.16,0.14,0.16,Matches
405,Andreas Pereira,brBRA,MF,Fulham,29-110,1996,30,22,1834.0,20.4,2,4,6,2,0,1,7,0,3.4,2.6,4.3,7.0,27,98,77,0.10,0.20,0.29,0.10,0.29,0.17,0.21,0.38,0.13,0.34,Matches
432,Andrew Robertson,sctSCO,DF,Liverpool,31-041,1994,30,26,2218.0,24.6,0,0,0,0,0,0,3,1,0.9,0.9,4.1,5.1,57,163,90,0.00,0.00,0.00,0.00,0.00,0.04,0.17,0.21,0.04,0.21,Matches
26,André,brBRA,MF,Wolves,23-279,2001,28,26,2087.0,23.2,0,0,0,0,0,0,7,0,0.3,0.3,0.7,0.9,8,90,11,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
391,André Onana,cmCMR,GK,Manchester Utd,29-019,1996,32,32,2880.0,32.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
192,Andrés García,esESP,"DF,MF",Aston Villa,22-073,2003,7,5,318.0,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,26,15,28,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06,Matches
247,Andy Irving,sctSCO,MF,West Ham,24-343,2000,10,1,166.0,1.8,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.4,0,9,4,0.00,0.00,0.00,0.00,0.00,0.06,0.13,0.19,0.06,0.19,Matches
159,Anthony Elanga,seSWE,FW,Nott'ham Forest,22-359,2002,32,25,2007.0,22.3,6,8,14,6,0,0,1,0,3.9,3.9,4.3,8.3,79,47,162,0.27,0.36,0.63,0.27,0.63,0.18,0.19,0.37,0.18,0.37,Matches
206,Anthony Gordon,engENG,FW,Newcastle Utd,24-056,2001,29,25,2176.0,24.2,6,5,11,5,1,2,2,0,7.9,6.3,4.9,11.2,108,91,190,0.25,0.21,0.45,0.21,0.41,0.33,0.20,0.53,0.26,0.46,Matches
460,Antoine Semenyo,ghGHA,FW,Bournemouth,25-104,2000,32,32,2823.0,31.4,8,4,12,8,0,0,9,0,9.1,9.1,5.7,14.8,132,103,258,0.26,0.13,0.38,0.26,0.38,0.29,0.18,0.47,0.29,0.47,Matches
433,Antonee Robinson,usUSA,DF,Fulham,27-256,1997,33,32,2899.0,32.2,0,10,10,0,0,0,8,0,0.7,0.7,4.1,4.8,110,120,257,0.00,0.31,0.31,0.00,0.31,0.02,0.13,0.15,0.02,0.15,Matches
28,Antony,brBRA,"DF,MF",Manchester Utd,25-056,2000,8,0,141.0,1.6,0,0,0,0,0,0,0,0,1.0,1.0,0.1,1.1,5,6,7,0.00,0.00,0.00,0.00,0.00,0.65,0.08,0.73,0.65,0.73,Matches
281,Antonín Kinský,czCZE,GK,Tottenham,22-039,2003,4,4,360.0,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
208,Archie Gray,engENG,"DF,MF",Tottenham,19-040,2006,23,14,1346.0,15.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,5,31,15,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
364,Arijanet Muric,xkKVX,GK,Ipswich Town,26-165,1998,18,18,1620.0,18.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
70,Armando Broja,alALB,FW,Everton,23-223,2001,10,4,334.0,3.7,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,12,2,26,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.08,0.03,0.08,Matches
50,Armel Bella Kotchap,deGER,DF,Southampton,23-131,2001,4,2,331.0,3.7,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,5,0,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches
136,Axel Disasi,frFRA,DF,Aston Villa,27-041,1998,6,5,460.0,5.1,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.5,10,15,5,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.09,0.02,0.09,Matches
137,Axel Disasi,frFRA,DF,Chelsea,27-041,1998,6,4,364.0,4.0,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,6,16,2,0.25,0.00,0.25,0.25,0.25,0.07,0.02,0.09,0.07,0.09,Matches
519,Axel Tuanzebe,cdCOD,DF,Ipswich Town,27-158,1997,18,17,1445.0,16.1,0,1,1,0,0,0,5,1,0.2,0.2,0.3,0.5,9,45,8,0.00,0.06,0.06,0.00,0.06,0.01,0.02,0.03,0.01,0.03,Matches
228,Ayden Heaven,engENG,DF,Manchester Utd,18-211,2006,2,1,95.0,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
529,Bart Verbruggen,nlNED,GK,Brighton,22-246,2002,31,31,2790.0,31.0,0,1,1,0,0,0,5,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.03,0.03,0.00,0.03,0.00,0.00,0.00,0.00,0.00,Matches
68,Ben Brereton,clCHI,FW,Southampton,26-003,1999,10,4,449.0,5.0,0,0,0,0,0,0,1,0,0.9,0.9,0.1,1.0,12,9,42,0.00,0.00,0.00,0.00,0.00,0.18,0.02,0.20,0.18,0.20,Matches
96,Ben Chilwell,engENG,DF,Crystal Palace,28-121,1996,6,0,139.0,1.5,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,2,3,10,0.00,0.00,0.00,0.00,0.00,0.05,0.13,0.18,0.05,0.18,Matches
122,Ben Davies,wlsWAL,DF,Tottenham,31-362,1993,11,10,901.0,10.0,0,0,0,0,0,0,3,0,0.3,0.3,0.2,0.5,7,43,5,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches
198,Ben Godfrey,engENG,DF,Ipswich Town,27-096,1998,2,2,108.0,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
261,Ben Johnson,engENG,"DF,FW",Ipswich Town,25-087,2000,21,13,1312.0,14.6,1,2,3,1,0,0,3,0,1.1,1.1,1.3,2.3,16,25,32,0.07,0.14,0.21,0.07,0.21,0.07,0.09,0.16,0.07,0.16,Matches
340,Ben Mee,engENG,DF,Brentford,35-212,1989,7,2,183.0,2.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3,11,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
547,Ben White,engENG,DF,Arsenal,27-195,1997,13,9,856.0,9.5,0,1,1,0,0,0,2,0,0.4,0.4,0.8,1.2,10,42,27,0.00,0.11,0.11,0.00,0.11,0.04,0.09,0.13,0.04,0.13,Matches
42,Benoît Badiashile,frFRA,DF,Chelsea,24-026,2001,5,3,334.0,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,17,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
465,Bernardo Silva,ptPOR,"MF,FW",Manchester City,30-254,1994,28,24,2221.0,24.7,2,4,6,2,0,0,6,0,3.0,3.0,4.2,7.2,88,105,179,0.08,0.16,0.24,0.08,0.24,0.12,0.17,0.29,0.12,0.29,Matches
297,Bernd Leno,deGER,GK,Fulham,33-048,1992,33,33,2970.0,33.0,0,1,1,0,0,0,4,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.03,0.03,0.00,0.03,0.00,0.00,0.00,0.00,0.00,Matches
57,Beto,gwGNB,FW,Everton,27-080,1998,25,10,1129.0,12.5,6,0,6,6,0,0,2,0,6.1,6.1,0.8,6.9,12,9,58,0.48,0.00,0.48,0.48,0.48,0.48,0.06,0.55,0.48,0.55,Matches
277,Bilal El Khannouss,maMAR,MF,Leicester City,20-346,2004,28,23,1838.0,20.4,2,2,4,2,0,0,4,0,0.8,0.8,3.1,3.9,61,112,71,0.10,0.10,0.20,0.10,0.20,0.04,0.15,0.19,0.04,0.19,Matches
197,Billy Gilmour,sctSCO,MF,Brighton,23-314,2001,2,1,98.0,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,11,2,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
426,Bobby Reid,jmJAM,FW,Leicester City,32-078,1993,22,8,700.0,7.8,1,2,3,1,0,0,2,0,0.8,0.8,1.2,2.0,13,14,44,0.13,0.26,0.39,0.13,0.39,0.10,0.15,0.25,0.10,0.25,Matches
271,Boubacar Kamara,frFRA,MF,Aston Villa,25-149,1999,21,15,1283.0,14.3,0,0,0,0,0,0,2,0,0.4,0.4,0.9,1.3,16,68,5,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.03,0.09,Matches
479,Boubakary Soumaré,frFRA,MF,Leicester City,26-053,1999,26,22,1908.0,21.2,0,0,0,0,0,0,8,0,0.3,0.3,0.4,0.7,31,93,21,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
211,Brajan Gruda,deGER,"FW,MF",Brighton,20-325,2004,16,6,498.0,5.5,0,1,1,0,0,0,0,0,0.4,0.4,0.7,1.1,15,17,46,0.00,0.18,0.18,0.00,0.18,0.07,0.13,0.20,0.07,0.20,Matches
262,Brennan Johnson,wlsWAL,FW,Tottenham,23-333,2001,29,22,1969.0,21.9,11,3,14,11,0,0,5,0,9.8,9.8,2.3,12.1,56,66,186,0.50,0.14,0.64,0.50,0.64,0.45,0.10,0.55,0.45,0.55,Matches
178,Bruno Fernandes,ptPOR,MF,Manchester Utd,30-225,1994,32,31,2668.0,29.6,8,9,17,5,3,3,4,2,9.4,7.1,6.8,13.8,62,264,114,0.27,0.30,0.57,0.17,0.47,0.32,0.23,0.55,0.24,0.47,Matches
216,Bruno Guimarães,brBRA,MF,Newcastle Utd,27-156,1997,33,33,2822.0,31.4,4,6,10,4,0,0,6,0,3.5,3.5,5.6,9.1,49,227,75,0.13,0.19,0.32,0.13,0.32,0.11,0.18,0.29,0.11,0.29,Matches
333,Bryan Mbeumo,cmCMR,FW,Brentford,25-257,1999,33,33,2964.0,32.9,18,6,24,13,5,5,2,0,10.6,6.6,7.8,14.5,110,125,300,0.55,0.18,0.73,0.39,0.58,0.32,0.24,0.56,0.20,0.44,Matches
442,Bukayo Saka,engENG,"FW,MF",Arsenal,23-228,2001,20,17,1423.0,15.8,6,10,16,5,1,1,3,0,5.7,5.0,6.7,11.6,78,61,220,0.38,0.63,1.01,0.32,0.95,0.36,0.42,0.79,0.31,0.74,Matches
388,Caleb Okoli,itITA,DF,Leicester City,23-282,2001,18,12,1124.0,12.5,1,0,1,1,0,0,4,0,0.6,0.6,0.0,0.6,3,32,2,0.08,0.00,0.08,0.08,0.08,0.05,0.00,0.05,0.05,0.05,Matches
239,Callum Hudson-Odoi,engENG,FW,Nott'ham Forest,24-165,2000,27,24,2074.0,23.0,5,2,7,5,0,0,2,0,2.5,2.5,2.7,5.2,123,66,186,0.22,0.09,0.30,0.22,0.30,0.11,0.12,0.22,0.11,0.22,Matches
552,Callum Wilson,engENG,FW,Newcastle Utd,33-053,1992,13,1,254.0,2.8,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,5,3,9,0.00,0.00,0.00,0.00,0.00,0.12,0.02,0.14,0.12,0.14,Matches
47,Calvin Bassey,ngNGA,DF,Fulham,25-111,1999,31,30,2714.0,30.2,1,0,1,1,0,0,6,0,1.0,1.0,0.1,1.1,25,95,12,0.03,0.00,0.03,0.03,0.03,0.03,0.00,0.03,0.03,0.03,Matches
30,Cameron Archer,engENG,FW,Southampton,23-274,2001,30,13,1336.0,14.8,2,0,2,2,0,1,0,0,5.1,4.3,0.4,4.6,19,14,62,0.13,0.00,0.13,0.13,0.13,0.34,0.02,0.37,0.29,0.31,Matches
75,Cameron Burgess,auAUS,DF,Ipswich Town,29-182,1995,15,13,1271.0,14.1,0,1,1,0,0,0,0,0,0.7,0.7,0.5,1.2,2,38,4,0.00,0.07,0.07,0.00,0.07,0.05,0.04,0.09,0.05,0.09,Matches
274,Caoimhín Kelleher,ieIRL,GK,Liverpool,26-149,1998,10,10,900.0,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
44,Carlos Baleba,cmCMR,MF,Brighton,21-108,2004,29,26,2223.0,24.7,2,1,3,2,0,0,8,1,3.0,3.0,1.3,4.2,39,108,26,0.08,0.04,0.12,0.08,0.12,0.12,0.05,0.17,0.12,0.17,Matches
184,Carlos Forbs,ptPOR,"MF,FW",Wolves,21-033,2004,9,1,237.0,2.6,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.2,9,8,28,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.07,0.05,0.07,Matches
475,Carlos Soler,esESP,"MF,FW",West Ham,28-109,1997,28,14,1347.0,15.0,1,1,2,1,0,0,5,0,1.7,1.7,1.2,2.9,16,52,33,0.07,0.07,0.13,0.07,0.13,0.11,0.08,0.19,0.11,0.19,Matches
86,Casemiro,brBRA,MF,Manchester Utd,33-057,1992,21,15,1271.0,14.1,1,0,1,1,0,0,3,0,1.5,1.5,2.2,3.7,4,65,26,0.07,0.00,0.07,0.07,0.07,0.10,0.16,0.26,0.10,0.26,Matches
497,Charlie Taylor,engENG,DF,Southampton,31-215,1993,7,2,266.0,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,3,8,6,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
146,Cheick Doucouré,mlMLI,MF,Crystal Palace,25-103,2000,13,4,452.0,5.0,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,2,19,7,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
387,Chiedozie Ogbene,ieIRL,FW,Ipswich Town,27-355,1997,5,3,238.0,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,0,15,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
430,Chris Richards,usUSA,DF,Crystal Palace,25-024,2000,20,18,1562.0,17.4,1,0,1,1,0,0,4,1,1.2,1.2,0.1,1.3,5,34,1,0.06,0.00,0.06,0.06,0.06,0.07,0.01,0.08,0.07,0.08,Matches
557,Chris Wood,nzNZL,FW,Nott'ham Forest,33-135,1991,30,29,2434.0,27.0,18,3,21,15,3,3,1,0,11.0,8.7,2.0,10.6,13,33,74,0.67,0.11,0.78,0.55,0.67,0.41,0.07,0.48,0.32,0.39,Matches
165,Christian Eriksen,dkDEN,MF,Manchester Utd,33-066,1992,19,11,993.0,11.0,0,1,1,0,0,0,4,0,0.3,0.3,2.6,2.9,10,49,28,0.00,0.09,0.09,0.00,0.09,0.02,0.24,0.26,0.02,0.26,Matches
381,Christian Nørgaard,dkDEN,MF,Brentford,31-042,1994,29,29,2369.0,26.3,5,2,7,5,0,0,5,1,3.6,3.6,0.8,4.4,12,122,34,0.19,0.08,0.27,0.19,0.27,0.14,0.03,0.17,0.14,0.17,Matches
535,Christian Walton,engENG,GK,Ipswich Town,29-163,1995,6,6,540.0,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
376,Christopher Nkunku,frFRA,FW,Chelsea,27-158,1997,27,9,921.0,10.2,3,2,5,3,0,0,2,0,4.8,4.8,2.1,6.9,17,25,68,0.29,0.20,0.49,0.29,0.49,0.47,0.21,0.68,0.47,0.67,Matches
190,Cody Gakpo,nlNED,FW,Liverpool,25-349,1999,30,18,1560.0,17.3,8,3,11,8,0,0,4,0,6.2,6.2,3.5,9.7,45,49,237,0.46,0.17,0.63,0.46,0.63,0.36,0.20,0.56,0.36,0.56,Matches
400,Cole Palmer,engENG,MF,Chelsea,22-350,2002,32,31,2742.0,30.5,14,8,22,11,3,4,6,0,15.8,12.7,9.2,21.9,101,191,161,0.46,0.26,0.72,0.36,0.62,0.52,0.30,0.82,0.42,0.72,Matches
65,Conor Bradley,nirNIR,DF,Liverpool,21-286,2003,15,4,533.0,5.9,0,1,1,0,0,0,3,0,0.6,0.6,0.5,1.1,26,25,27,0.00,0.17,0.17,0.00,0.17,0.10,0.08,0.18,0.10,0.18,Matches
93,Conor Chaplin,engENG,"MF,FW",Ipswich Town,28-064,1997,17,7,625.0,6.9,1,1,2,1,0,0,1,0,1.2,1.2,0.6,1.8,10,25,20,0.14,0.14,0.29,0.14,0.29,0.17,0.09,0.26,0.17,0.26,Matches
103,Conor Coady,engENG,DF,Leicester City,32-055,1993,17,14,1264.0,14.0,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,2,26,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
511,Conor Townsend,engENG,DF,Ipswich Town,32-048,1993,6,3,335.0,3.7,0,1,1,0,0,0,1,0,0.0,0.0,0.7,0.7,2,8,13,0.00,0.27,0.27,0.00,0.27,0.01,0.18,0.18,0.01,0.18,Matches
124,Craig Dawson,engENG,DF,Wolves,34-350,1990,15,10,971.0,10.8,0,0,0,0,0,0,2,0,0.5,0.5,0.0,0.5,6,20,5,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
439,Cristian Romero,arARG,DF,Tottenham,26-359,1998,17,17,1371.0,15.2,1,0,1,1,0,0,2,0,1.5,1.5,0.6,2.1,12,66,3,0.07,0.00,0.07,0.07,0.07,0.10,0.04,0.14,0.10,0.14,Matches
491,Crysencio Summerville,nlNED,"FW,MF",West Ham,23-173,2001,19,7,786.0,8.7,1,1,2,1,0,0,2,0,1.6,1.6,1.7,3.3,29,18,71,0.11,0.11,0.23,0.11,0.23,0.19,0.19,0.38,0.19,0.38,Matches
264,Curtis Jones,engENG,"MF,DF",Liverpool,24-081,2001,28,16,1415.0,15.7,3,3,6,3,0,0,3,1,4.1,4.1,1.0,5.1,21,83,67,0.19,0.19,0.38,0.19,0.38,0.26,0.06,0.32,0.26,0.32,Matches
270,Daichi Kamada,jpJPN,MF,Crystal Palace,28-259,1996,29,12,1248.0,13.9,0,0,0,0,0,0,3,1,0.9,0.9,1.6,2.6,23,71,50,0.00,0.00,0.00,0.00,0.00,0.07,0.12,0.18,0.07,0.18,Matches
76,Dan Burn,engENG,DF,Newcastle Utd,32-347,1992,32,32,2880.0,32.0,0,0,0,0,0,0,9,0,1.3,1.3,0.8,2.1,9,54,9,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.07,0.04,0.07,Matches
397,Dango Ouattara,bfBFA,FW,Bournemouth,23-069,2002,30,19,1843.0,20.5,7,4,11,7,0,0,2,0,8.2,8.2,5.2,13.3,73,41,184,0.34,0.20,0.54,0.34,0.54,0.40,0.25,0.65,0.40,0.65,Matches
363,Daniel Muñoz,coCOL,DF,Crystal Palace,28-330,1996,32,32,2778.0,30.9,4,4,8,4,0,0,9,0,4.6,4.6,3.9,8.5,48,79,176,0.13,0.13,0.26,0.13,0.26,0.15,0.13,0.27,0.15,0.27,Matches
119,Danilo,brBRA,"MF,FW",Nott'ham Forest,23-357,2001,6,4,210.0,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,10,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
245,Danny Ings,engENG,"FW,MF",West Ham,32-272,1992,15,1,284.0,3.2,1,2,3,1,0,0,0,0,2.3,2.3,1.3,3.5,6,5,29,0.32,0.63,0.95,0.32,0.95,0.72,0.41,1.12,0.72,1.12,Matches
537,Danny Ward,wlsWAL,GK,Leicester City,31-303,1993,2,1,135.0,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
543,Danny Welbeck,engENG,FW,Brighton,34-146,1990,26,20,1762.0,19.6,9,4,13,9,0,0,4,0,8.0,8.0,1.1,9.1,18,39,77,0.46,0.20,0.66,0.46,0.66,0.41,0.05,0.47,0.41,0.47,Matches
384,Dara O'Shea,ieIRL,DF,Ipswich Town,26-048,1999,30,30,2672.0,29.7,0,2,2,0,0,0,6,0,1.1,1.1,0.5,1.7,3,70,6,0.00,0.07,0.07,0.00,0.07,0.04,0.02,0.06,0.04,0.06,Matches
379,Darwin Núñez,uyURU,FW,Liverpool,25-301,1999,25,8,1010.0,11.2,5,2,7,5,0,0,8,0,5.0,5.0,1.2,6.2,20,25,67,0.45,0.18,0.62,0.45,0.62,0.44,0.11,0.55,0.44,0.55,Matches
71,David Brooks,wlsWAL,"FW,MF",Bournemouth,27-287,1997,25,8,815.0,9.1,2,0,2,2,0,0,3,0,2.2,2.2,1.7,3.9,25,27,75,0.22,0.00,0.22,0.22,0.22,0.24,0.19,0.43,0.24,0.43,Matches
